Word,Pinyin,POS,Translation
皆,jiē,副,
揭,jiē,动,
接二连三,jiē’èr-liánsān,,
接班,jiēbān,动,
接班人,jiēbānrén,名,
阶层,jiēcéng,名,
皆大欢喜,jiēdàhuānxǐ,,
揭发,jiēfā,动,
街坊,jiēfang,名,
接轨,jiēguǐ,动,
阶级,jiējí,名,
接济,jiējì,动,
接见,jiējiàn,动,
接力,jiēlì,动,
揭露,jiēlù,动,
接纳,jiēnà,动,
揭示,jiēshì,动,
接手,jiēshǒu,动,
接替,jiētì,动,
阶梯,jiētī,名,
揭晓,jiēxiǎo,动,
劫,jié,动,
截,jié,动、量,
洁白,jiébái,形,
劫持,jiéchí,动,
节俭,jiéjiǎn,形,
洁净,jiéjìng,形,
捷径,jiéjìng,名,
结晶,jiéjīng,动、名,
竭尽全力,jiéjìn-quánlì,,
结局,jiéjú,名,
竭力,jiélì,副,
节气,jiéqì,名,
截然不同,jiérán-bùtóng,,
结识,jiéshí,动,
结算,jiésuàn,动,
节衣缩食,jiéyī-suōshí,,
节制,jiézhì,动,
解除,jiěchú,动,
解雇,jiěgù,动,
解救,jiějiù,动,
解渴,jiěkě,动,
解剖,jiěpōu,动,
解散,jiěsàn,动,
解体,jiětǐ,动,
解脱,jiětuō,动,
解围,jiěwéi,动,
解析,jiěxī,动,
解约,jiěyuē,动,
戒,jiè,动,
界,jiè,名、后缀,
戒备,jièbèi,动,
界定,jièdìng,动,
借又,jièkǒu,名,
介入,jièrù,动,
届时,jièshí,副,
借条,jiètiáo,名,
界限,jièxiàn,名,
界线,jièxiàn,名,
介意,jièyì,动,
借用,jièyòng,动,
介于,jièyú,动,
筋,jīn,名,
禁不住,jīnbuzhù,动,
津津有味,jīnjīn-yǒuwèi,,
尽,jǐn,动、副,
紧凑,jǐncòu,形,
紧迫,jǐnpò,形,
锦旗,jǐnqí,名,
紧缺,jǐnquē,形,
锦上添花,jǐnshàng-tiānhuā,,
紧缩,jǐnsuō,动,
尽早,jǐnzǎo,副,
劲,jìn,名,
进程,jìnchéng,名,
进攻,jìngōng,动,
晋级,jìnjí,动,
禁忌,jìnjì,名、动,
进军,jìnjūn,动,
浸泡,jìnpào,动,
尽情,jìnqíng,副,
进取,jìnqǔ,动,
禁区,jìnqū,名,
晋升,jìnshēng,动,
尽头,jìntóu,名,
劲头,jìntóu,名,
进修,jìnxiū,动,
茎,jīng,名,
经,jīng,动,
精,jīng,形,
鲸,jīng,名,
精彩纷呈,jīngcǎi-fēnchéng,,
精打细算,jīngdǎ-xìsuàn,,
惊动,jīngdòng,动,
经度,jīngdù,名,
精度,jīngdù,名,
经费,jīngfèi,名,
精华,jīnghuá,名,
惊慌,jīnghuāng,形,
惊慌失措,jīnghuāng-shīcuò,,
荆棘,jīngjí,名,
精简,jīngjiǎn,动,
兢兢业业,jīngjīngyèyè,形,
经久不息,jīngjiǔ-bùxī,,
精练,jīngliàn,形,
经贸,jīngmào,名,
精密,jīngmì,形,
精妙,jīngmiào,形,
精明,jīngmíng,形,
精疲力竭,jīngpí-lìjié,,
精品,jīngpǐn,名,
惊奇,jīngqí,形,
精巧,jīngqiǎo,形,
精神,jīngshén,名,
精神病,jīngshénbìng,名,
经受,jīngshòu,动,
精髓,jīngsuǐ,名,
惊叹,jīngtàn,动,
惊天动地,jīngtiān-dòngdì,,
精细,jīngxì,形,
惊吓,jīngxià,动,
惊险,jīngxiǎn,形,
惊心动魄,jīngxīn-dòngpò,,
晶莹,jīngyíng,形,
精英,jīngyīng,名,
精益求精,jīngyìqiújīng,,
精湛,jīngzhàn,形,
警报,jǐngbào,名,
井底之蛙,jǐngdǐzhīwā,,
警戒,jǐngjiè,动,
警犬,jǐngquǎn,名,
警示,jǐngshì,动,
警惕,jǐngtì,动,
警钟,jǐngzhōng,名,
竟,jìng,副,
敬,jìng,动,
敬爱,jìng’ài,动,
敬而远之,jìng’éryuǎnzhī,,
境地,jìngdì,名,
净化,jìnghuà,动,
竞技,jìngjì,动,
境界,jìngjiè,名,
敬礼,jìnglǐ,动,
境内,jìngnèi,名,
敬佩,jìngpèi,动,
敬请,jìngqǐng,动,
境外,jìngwài,名,
敬畏,jìngwèi,动,
竞相,jìngxiāng,副,
竞选,jìngxuǎn,动,
敬业,jìngyè,动,
敬意,jìngyì,名,
境遇,jìngyù,名,
径直,jìngzhí,副,
静止,jìngzhǐ,动,
敬重,jìngzhòng,动,
窘迫,jiǒngpò,形,
揪,jiū,动,
纠缠,jiūchán,动,
酒楼,jiǔlóu,名,
久违,jiǔwéi,动,
久仰,jiǔyǎng,动,
就餐,jiùcān,动,
就此,jiùcǐ,副,
就地,jiùdì,副,
救济,jiùjì,动,
就近,jiùjìn,副,
就任,jiùrèn,动,
救死扶伤,jiùsǐ-fúshāng,,
就绪,jiùxù,动,
就医,jiùyī,动,
就诊,jiùzhěn,动,
就职,jiùzhí,动,
救治,jiùzhì,动,
就座,jiùzuò,动,
居安思危,jū’ān-sīwēi,,
居高不下,jūgāo bú xià,,
鞠躬,jūgōng,动,
拘留,jūliú,动,
拘束,jūshù,动、形,
居于,jūyú,动,
局部,júbù,名,
局势,júshì,名,
举报,jǔbào,动,
举措,jǔcuò,名,
咀嚼,jǔjué,动,
举棋不定,jǔqí-búdìng,,
沮丧,jǔsàng,形,
举世瞩目,jǔshì-zhǔmù,,
举一反三,jǔyī-fǎnsān,,
举止,jǔzhǐ,名,
举重,jǔzhòng,名,
举足轻重,jǔzú-qīngzhòng,,
剧变,jùbiàn,动,
巨额,jù’é,形,
聚焦,jùjiāo,动,
聚精会神,jùjīng-huìshén,,
剧目,jùmù,名,
剧情,jùqíng,名,
巨人,jùrén,名,
巨头,jùtóu,名,
据悉,jùxī,动,
圈,juān,动,
捐献,juānxiàn,动,
卷入,juǎnrù,动,
圈,juàn,名,
绝,jué,动、形、副,
绝技,juéjì,名,
绝迹,juéjì,动,
倔强,juéjiàng,形,
崛起,juéqǐ,动,
诀窍,juéqiào,名,
觉悟,juéwù,动、名,
觉醒,juéxǐng,动,
决议,juéyì,名,
绝缘,juéyuán,动,
抉择,juézé,动,
角逐,juézhú,动,
倔,juè,形,
均,jūn,形、动、副,
军官,jūnguān,名,
均衡,jūnhéng,形,
军舰,jūnjiàn,名,
军事,jūnshì,名,
君子,jūnzǐ,名,
俊,jùn,形,
竣工,jùngōng,动,
骏马,jùnmǎ,名,
俊俏,jùnqiào,形,
卡车,kǎchē,名,
卡通,kǎtōng,名,
开办,kāibàn,动,
开采,kāicǎi,动,
开场,kāichǎng,动,
开场白,kāichǎngbái,名,
开除,kāichú,动,
开动,kāidòng,动,
开发区,kāifāqū,名,
开发商,kāifāshāng,名,
开工,kāigōng,动,
开垦,kāikěn,动,
开阔,kāikuò,形、动,
开朗,kāilǎng,形,
开明,kāimíng,形,
开辟,kāipì,动,
开天辟地,kāitiān-pìdì,,
开庭,kāitíng,动,
开拓,kāituò,动,
开销,kāixiāo,动、名,
开张,kāizhāng,动,
开支,kāizhī,名,
楷模,kǎimó,名,
凯旋,kǎixuán,动,
堪称,kānchēng,动,
刊登,kāndēng,动,
看护,kānhù,动,
看守,kānshǒu,动,
勘探,kāntàn,动,
刊物,kānwù,名,
砍伐,kǎnfá,动,
侃侃而谈,kǎnkǎn’értán,,
坎坷,kǎnkě,形,
看台,kàntái,名,
慷慨,kāngkǎi,形,
看管,kānguǎn,动,
扛,káng,动,
抗衡,kànghéng,动,
抗拒,kàngjù,动,
抗生素,kàngshēngsù,名,
抗议,kàngyì,动,
抗争,kàngzhēng,动,
考查,kǎochá,动,
考量,kǎoliáng,动,
靠拢,kàolǒng,动,
磕,kē,动,
苛刻,kēkè,形,
颗粒,kēlì,名,
壳,ké,名,
可悲,kěbēi,形,
可不是,kěbúshi,副,
可乘之机,kěchéngzhījī,,
可耻,kěchǐ,形,
可观,kěguān,形,
可贵,kěguì,形,
可谓,kěwèi,动,
可恶,kěwù,形,
可想而知,kěxiǎng’érzhī,,
可笑,kěxiào,形,
可疑,kěyí,形,
刻不容缓,kèbùrónghuǎn,,
客房,kèfáng,名,
刻画,kèhuà,动,
客机,kèjī,名,
刻苦,kèkǔ,形,
客流,kèliú,名,
克隆,kèlóng,动,
刻意,kèyì,副,
客运,kèyùn,名,
克制,kèzhì,动,
刻舟求剑,kèzhōu-qiújiàn,,
啃,kěn,动,
恳切,kěnqiè,形,
恳求,kěnqiú,动,
坑,kēng,名、动,
空荡荡,kōngdàngdàng,形,
空洞,kōngdòng,名、形,
空间站,kōngjiānzhàn,名,
空军,kōngjūn,名,
空难,kōngnàn,名,
空前,kōngqián,动,
空想,kōngxiǎng,动、名,
空虚,kōngxū,形,
孔,kǒng,名,
恐怖,kǒngbù,形,
恐吓,kǒnghè,动,
恐慌,kǒnghuāng,形,
恐龙,kǒnglóng,名,
空白,kòngbái,名,
控告,kònggào,动,
空隙,kòngxì,名,
抠,kōu,动、形,
又岸,kǒu’àn,名,
又碑,kǒubēi,名,
又才,kǒucái,名,
又吃,kǒuchī,动,
又径,kǒujìng,名,
又令,kǒulìng,名,
又气,kǒuqì,名,
又哨儿,kǒushàor,名,
又水,kǒushuǐ,名,
又头禅,kǒutóuchán,名,
又香糖,kǒuxiāngtáng,名,
又音,kǒuyīn,名,
又罩,kǒuzhào,名,
又子,kǒuzi,名,
扣除,kòuchú,动,
扣留,kòuliú,动,
扣人心弦,kòurénxīnxián,,
扣押,kòuyā,动,
枯竭,kūjié,形,
窟窿,kūlong,名,
哭泣,kūqì,动,
枯萎,kūwěi,形,
哭笑不得,kūxiào-bùdé,,
苦尽甘来,kǔjìn-gānlái,,
苦难,kǔnàn,名,
苦恼,kǔnǎo,形,
苦涩,kǔsè,形,
苦笑,kǔxiào,动,
苦心,kǔxīn,名、副,
库存,kùcún,名,
酷似,kùsì,动,
夸大,kuādà,动,
夸夸其谈,kuākuā-qítán,,
夸耀,kuāyào,动,
垮,kuǎ,动,
挎,kuà,动,
跨,kuà,动,
跨度,kuàdù,名,
跨国,kuàguó,动,
跨越,kuàyuè,动,
快活,kuàihuo,形,
宽敞,kuānchang,形,
宽泛,kuānfàn,形,
宽广,kuānguǎng,形,
宽厚,kuānhòu,形,
宽阔,kuānkuò,形,
宽容,kuānróng,动,
宽恕,kuānshù,动,
宽松,kuānsōng,形,
款待,kuǎndài,动,
款项,kuǎnxiàng,名,
筐,kuāng,名,
狂,kuáng,形,
狂欢,kuánghuān,动,
狂热,kuángrè,形,
矿,kuàng,名,
框,kuàng,名、动,
矿藏,kuàngcáng,名,
矿产,kuàngchǎn,名,
框架,kuàngjià,名,
旷课,kuàngkè,动,
况且,kuàngqiě,连,
亏本,kuīběn,动,
亏待,kuīdài,动,
捆,kǔn,动、名、量,
困惑,kùnhuò,形、动,
困境,kùnjìng,名,
扩,kuò,动,
扩充,kuòchōng,动,
阔绰,kuòchuò,形,
括号,kuòhào,名,
扩建,kuòjiàn,动,
扩散,kuòsàn,动,
扩张,kuòzhāng,动,
拉动,lādòng,动,
啦啦队,lālāduì,名,
拉链,lāliàn,名,
拉拢,lālǒng,动,
喇叭,lǎba,名,
蜡,là,名,
腊月,làyuè,名,
蜡烛,làzhú,名,
来宾,láibīn,名,
来电,láidiàn,动、名,
来访,láifǎng,动,
来回,láihuí,动、名、副,
来历,láilì,名,
来龙去脉,láilóng-qùmài,,
来年,láinián,名,
来之不易,láizhī-búyì,,
栏杆,lángān,名,
栏目,lánmù,名,
蓝图,lántú,名,
揽,lǎn,动,
缆车,lǎnchē,名,
懒得,lǎnde,动,
懒惰,lǎnduò,形,
滥用,lànyòng,动,
狼狈,lángbèi,形,
狼吞虎咽,lángtūn-hǔyàn,,
朗诵,lǎngsòng,动,
捞,lāo,动,
唠叨,láodao,动,
牢固,láogù,形,
牢记,láojì,动,
劳驾,láojià,动,
牢牢,láoláo,副,
劳累,láolèi,形,
牢骚,láosāo,名,
劳务,láowù,名,
老伴儿,lǎobànr,名,
老大,lǎodà,形、副,
老化,lǎohuà,动,
老人家,lǎorenjia,名,
老乡,lǎoxiāng,名,
老字号,lǎozìhao,名,
涝,lào,形,
乐此不疲,lècǐ-bùpí,,
乐意,lèyì,动、形,
乐园,lèyuán,名,
勒,lēi,动,
雷达,léidá,名,
雷同,léitóng,形,
累赘,léizhui,形、动、名,
累计,lěijì,动,
累积,lěijī,动,
棱角,léngjiǎo,名,
冷淡,lěngdàn,形、动,
冷冻,lěngdòng,动,
冷酷,lěngkù,形,
冷落,lěngluò,形、动,
冷门,lěngmén,名,
冷漠,lěngmò,形,
冷气,lěngqì,名,
冷却,lěngquè,动,
冷战,lěngzhàn,名,
愣,lèng,动、形、副,
黎明,límíng,名,
离谱儿,lípǔr,形,
离奇,líqí,形,
理睬,lǐcǎi,动,
里程碑,lǐchéngbēi,名,
礼服,lǐfú,名,
理会,lǐhuì,动,
礼节,lǐjié,名,
礼品,lǐpǐn,名,
礼尚往来,lǐshàngwǎnglái,,
理事,lǐshì,动、名,
理所当然,lǐsuǒdāngrán,,
礼堂,lǐtáng,名,
礼仪,lǐyí,名,
鲤鱼,lǐyú,名,
理智,lǐzhì,名、形,
理直气壮,lǐzhí-qìzhuàng,,
立案,lì’àn,动,
利弊,lìbì,名,
力不从心,lìbùcóngxīn,,
历程,lìchéng,名,
历代,lìdài,名,
立法,lìfǎ,动,
立方,lìfāng,名、量,
立方米,lìfāngmǐ,量,
立功,lìgōng,动,
利害,lìhài,名,
立交桥,lìjiāoqiáo,名,
历届,lìjiè,形,
历来,lìlái,副,
莅临,lìlín,动,
利率,lìlǜ,名,
力求,lìqiú,动,
历时,lìshí,动、形,
利索,lìsuo,形,
力所能及,lìsuǒnéngjí,,
立体,lìtǐ,形、名,
力争,lìzhēng,动,
励志,lìzhì,动,
立足,lìzú,动,
连贯,liánguàn,动,
联欢,liánhuān,动,
廉价,liánjià,形,
廉洁,liánjié,形,
连连,liánlián,副,
联络,liánluò,动,
联盟,liánméng,名,
连绵,liánmián,动,
连年,liánnián,动,
连任,liánrèn,动,
联赛,liánsài,名,
联手,liánshǒu,动,
连锁,liánsuǒ,形,
连同,liántóng,连,
怜惜,liánxī,动,
连夜,liányè,副、动,
廉正,liánzhèng,形,
帘子,liánzi,名,
莲子,liánzǐ,名,
脸颊,liǎnjiá,名,
炼,liàn,动,
恋恋不舍,liànliàn-bùshě,,
良,liáng,副,
凉爽,liángshuǎng,形,
良心,liángxīn,名,
良性,liángxìng,形,
两又子,liǎngkǒuzi,名,
两栖,liǎngqī,动,
两手,liǎngshǒu,名,
两下子,liǎngxiàzi,数量、名,
两翼,liǎngyì,名,
亮点,liàngdiǎn,名,
量化,liànghuà,动,
谅解,liàngjiě,动,
亮丽,liànglì,形,
亮相,liàngxiàng,动,
潦草,liáocǎo,形,
疗法,liáofǎ,名,
辽阔,liáokuò,形,
寥寥无几,liáoliáo-wújǐ,,
疗效,liáoxiào,名,
疗养,liáoyǎng,动,
了结,liǎojié,动,
料理,liàolǐ,动、名,
咧嘴,liězuǐ,动,
裂,liè,动,
裂缝,lièfèng,动、名,
裂痕,lièhén,名,
列举,lièjǔ,动,
猎人,lièrén,名,
烈日,lièrì,名,
劣势,lièshì,名,
烈士,lièshì,名,
猎物,lièwù,名,
劣质,lièzhì,形,
拎,līn,动,
临,lín,动、介,
临床,línchuáng,动,
临街,línjiē,动,
临近,línjìn,动,
吝啬,lìnsè,形,
灵,líng,形、名,
灵感,línggǎn,名,
灵魂,línghún,名,
零件,língjiàn,名,
灵机一动,língjī-yídòng,,
灵敏,língmǐn,形,
灵巧,língqiǎo,形,
零售,língshòu,动,
零碎,língsuì,形、名,
聆听,língtīng,动,
灵通,língtōng,形,
零星,língxīng,形,
领队,lǐngduì,动、名,
领会,lǐnghuì,动,
领军,lǐngjūn,动,
领略,lǐnglüè,动,
领事,lǐngshì,名,
领事馆,lǐngshìguǎn,名,
领土,lǐngtǔ,名,
领悟,lǐngwù,动,
领袖,lǐngxiù,名,
领养,lǐngyǎng,动,
溜,liū,动,
溜达,liūda,动,
流畅,liúchàng,形,
流浪,liúlàng,动,
留恋,liúliàn,动,
流露,liúlù,动,
流氓,liúmáng,名,
留念,liúniàn,动,
流派,liúpài,名,
留神,liúshén,动,
流逝,liúshì,动,
流失,liúshī,动,
流水,liúshuǐ,名,
流淌,liútǎng,动,
流向,liúxiàng,名,
留心,liúxīn,动,
流血,liúxuè,动,
留意,liúyì,动,
流域,liúyù,名,
流转,liúzhuǎn,动,
柳树,liǔshù,名,
遛,liù,动,
聋,lóng,形,
龙头,lóngtóu,名,
隆重,lóngzhòng,形,
笼子,lóngzi,名,
垄断,lǒngduàn,动,
笼统,lǒngtǒng,形,
笼罩,lǒngzhào,动,
搂,lǒu,动,
露面,lòumiàn,动,
炉子,lúzi,名,
鲁莽,lǔmǎng,形,
卤味,lǔwèi,名,
鹿,lù,名,
露2,lù,名,
路段,lùduàn,名,
路径,lùjìng,名,
陆军,lùjūn,名,
露天,lùtiān,名、形,
路途,lùtú,名,
露营,lùyíng,动,
路子,lùzi,名,
屡,lǚ,副,
缕,lǚ,量,
屡次,lǚcì,副,
屡屡,lǚlǚ,副,
绿地,lǜdì,名,
绿洲,lǜzhōu,名,
孪生,luánshēng,形,
卵,luǎn,名,
乱七八糟,luànqībāzāo,,
略,lüè,形、动、副,
掠夺,lüèduó,动,
略微,lüèwēi,副,
抡,lūn,动,
轮换,lúnhuàn,动,
轮廓,lúnkuò,名,
伦理,lúnlǐ,名,
轮胎,lúntāi,名,
论述,lùnshù,动,
论证,lùnzhèng,动、名,
啰唆,luōsuo,形、动,
萝卜,luóbo,名,
螺丝,luósī,名,
裸,luǒ,动,
裸露,luǒlù,动,
裸体,luǒtǐ,动、名,
落差,luòchā,名,
落成,luòchéng,动,
落户,luòhù,动,
落实,luòshí,动,
络绎不绝,luòyì-bùjué,,
麻1,má,形,
麻2,má,名,
麻痹,mábì,动、形,
麻将,májiàng,名,
麻辣,málà,形,
麻木,mámù,形,
麻醉,mázuì,动,
码1,mǎ,量,
码2,mǎ,动,
马后炮,mǎhòupào,名,
马力,mǎlì,量,
马桶,mǎtǒng,名,
埋藏,máicáng,动,
埋伏,máifú,动,
埋没,máimò,动,
埋头苦干,máitóu-kǔgàn,,
埋葬,máizàng,动,
脉搏,màibó,名,
脉络,màiluò,名,
瞒,mán,动,
埋怨,mányuàn,动,
满怀,mǎnhuái,动、名,
漫,màn,动,
慢性,mànxìng,形,
蔓延,mànyán,动,
漫游,mànyóu,动,
忙活,mánghuo,动,
忙乱,mángluàn,形,
茫茫,mángmáng,形,
盲目,mángmù,形,
茫然,mángrán,形,
矛头,máotóu,名,
冒充,màochōng,动,
冒犯,màofàn,动,
冒昧,màomèi,形,
茂密,màomì,形,
茂盛,màoshèng,形,
枚,méi,量,
媒介,méijiè,名,
没劲,méijìn,动、形,
眉开眼笑,méikāi-yǎnxiào,,
煤气,méiqì,名,
煤炭,méitàn,名,
没完没了,méiwán-méiliǎo,,
没辙,méizhé,动,
没准儿,méizhǔnr,动,
美德,měidé,名,
美化,měihuà,动,
美满,měimǎn,形,
美妙,měimiào,形,
美容,měiróng,动,
美学,měixué,名,
美誉,měiyù,名,
美中不足,měizhōng-bùzú,,
美滋滋,měizīzī,形,
闷,mēn,形、动,
闷热,mēnrè,形,
门槛,ménkǎn,名,
门路,ménlu,名,
闷,mèn,形,
蒙,mēng,动,
蒙,méng,动,
萌发,méngfā,动,
朦胧,ménglóng,形,
萌芽,méngyá,动、名,
盟友,méngyǒu,名,
猛,měng,形,
猛烈,měngliè,形,
猛然,měngrán,副,
梦幻,mènghuàn,名,
梦寐以求,mèngmèiyǐqiú,,
眯,mī,动,
谜,mí,名,
谜底,mídǐ,名,
迷惑,míhuò,形、动,
迷恋,míliàn,动,
弥漫,mímàn,动,
迷失,míshī,动,
谜团,mítuán,名,
迷信,míxìn,动,
谜语,míyǔ,名,
密布,mìbù,动,
秘方,mìfāng,名,
密封,mìfēng,动,
秘诀,mìjué,名,
蜜月,mìyuè,名,
棉花,miánhuā,名,
免不了,miǎnbuliǎo,动,
免除,miǎnchú,动,
免得,miǎnde,连,
缅怀,miǎnhuái,动,
勉励,miǎnlì,动,
腼腆,miǎntiǎn,形,
免职,miǎnzhí,动,
面红耳赤,miànhóng-ěrchì,,
面孔,miànkǒng,名,
面貌,miànmào,名,
面面俱到,miànmiàn-jùdào,,
面目全非,miànmù-quánfēi,,
苗,miáo,名,
苗条,miáotiao,形,
苗头,miáotou,名,
瞄准,miáozhǔn,动,
藐视,miǎoshì,动,
渺小,miǎoxiǎo,形,
庙,miào,名,
庙会,miàohuì,名,
灭绝,mièjué,动,
蔑视,mièshì,动,
灭亡,mièwáng,动,
民办,mínbàn,形,
民居,mínjū,名,
民生,mínshēng,名,
民事,mínshì,形,
民意,mínyì,名,
民营,mínyíng,形,
民用,mínyòng,形,
敏捷,mǐnjié,形,
敏锐,mǐnruì,形,
鸣,míng,动,
名次,míngcì,名,
名副其实,míngfùqíshí,,
名贵,míngguì,形,
铭记,míngjì,动,
明朗,mínglǎng,形,
名利,mínglì,名,
明媚,míngmèi,形,
名声,míngshēng,名,
名言,míngyán,名,
名义,míngyì,名,
名誉,míngyù,名、形,
明智,míngzhì,形,
名著,míngzhù,名,
命2,mìng,动,
摸索,mōsuǒ,动,
膜,mó,名,
磨,mó,动,
摩擦,mócā,动、名,
魔法,mófǎ,名,
模范,mófàn,名、形,
蘑菇,mógu,名,
魔鬼,móguǐ,名,
磨合,móhé,动,
魔力,mólì,名,
磨炼,móliàn,动,
磨难,mónàn,名,
魔术,móshù,名,
磨损,mósǔn,动,
抹,mǒ,动、量,
抹杀,mǒshā,动,
墨,mò,名,
莫大,mòdà,形,
莫非,mòfēi,副,
茉莉,mòlì,名,
没落,mòluò,动,
莫名其妙,mòmíngqímiào,,
默默无闻,mòmò-wúwén,,
默契,mòqì,形、名,
漠然,mòrán,形,
末日,mòrì,名,
没收,mòshōu,动,
墨水,mòshuǐ,名,
谋害,móuhài,动,
谋划,móuhuà,动,
谋求,móuqiú,动,
谋取,móuqǔ,动,
谋生,móushēng,动,
亩,mǔ,量,
牡丹,mǔdan,名,
拇指,mǔzhǐ,名,
墓,mù,名,
幕,mù,量,
墓碑,mùbēi,名,
目不转睛,mùbùzhuǎnjīng,,
牧场,mùchǎng,名,
目瞪又呆,mùdèng-kǒudāi,,
墓地,mùdì,名,
目睹,mùdǔ,动,
幕后,mùhòu,名,
木匠,mùjiàng,名,
募捐,mùjuān,动,
牧民,mùmín,名,
木偶,mù’ǒu,名,
沐浴,mùyù,动,
目中无人,mùzhōng-wúrén,,
拿手,náshǒu,形,
呐喊,nàhǎn,动,
纳闷儿,nàmènr,动,
纳入,nàrù,动,
纳税,nàshuì,动,
纳税人,nàshuìrén,名,
乃,nǎi,副,
奶酪,nǎilào,名,
乃至,nǎizhì,连,
耐,nài,动,
耐人寻味,nàirénxúnwèi,,
耐用,nàiyòng,形,
难处,nánchù,名,
难得一见,nándé yí jiàn,,
男方,nánfāng,名,
南瓜,nánguā,名,
难怪,nánguài,动、副,
难关,nánguān,名,
难堪,nánkān,动、形,
难能可贵,nánnéng-kěguì,,
难为情,nánwéiqíng,形,
难以置信,nányǐ-zhìxìn,,
南辕北辙,nányuán-běizhé,,
挠,náo,动,
脑海,nǎohǎi,名,
恼火,nǎohuǒ,形,
恼羞成怒,nǎoxiū-chéngnù,,
闹事,nàoshì,动,
内存,nèicún,名,
内地,nèidì,名,
内行,nèiháng,形、名,
内幕,nèimù,名,
内向,nèixiàng,形,
内需,nèixū,名,
内在,nèizài,形,
内脏,nèizàng,名,
嫩,nèn,形,
能耗,nénghào,名,
能耐,néngnai,名、形,
能人,néngrén,名,
泥泞,nínìng,形,
泥潭,nítán,名,
泥土,nítǔ,名,
拟,nǐ,动,
拟定,nǐdìng,动,
逆,nì,动,
逆境,nìjìng,名,
匿名,nìmíng,动,
溺水,nìshuǐ,动,
逆行,nìxíng,动,
黏,nián,形,
年报,niánbào,名,
年画,niánhuà,名,
年均,niánjūn,动,
年轮,niánlún,名,
年迈,niánmài,形,
年限,niánxiàn,名,
年薪,niánxīn,名,
撵,niǎn,动,
念念不忘,niànniàn-búwàng,,
念头,niàntou,名,
娘,niáng,名,
酿造,niàngzào,动,
鸟巢,niǎocháo,名,
尿,niào,名、动,
捏,niē,动,
拧,níng,动,
凝固,nínggù,动,
凝结,níngjié,动,
宁静,níngjìng,形,
凝聚,níngjù,动,
凝视,níngshì,动,
拧,nǐng,动,
宁可,nìngkě,副,
宁愿,nìngyuàn,副,
纽带,niǔdài,名,
纽扣,niǔkòu,名,
扭曲,niǔqū,动,
扭头,niǔtóu,动,
扭转,niǔzhuǎn,动,
农场,nóngchǎng,名,
农历,nónglì,名,
农民工,nóngmíngōng,名,
浓缩,nóngsuō,动,
浓郁,nóngyù,形,
浓重,nóngzhòng,形,
弄虚作假,nòngxū-zuòjiǎ,,
奴隶,núlì,名,
女方,nǚfāng,名,
女婿,nǚxu,名,
暖烘烘,nuǎnhōnghōng,形,
虐待,nüèdài,动,
挪,nuó,动,
诺言,nuòyán,名,
殴打,ōudǎ,动,
呕吐,ǒutù,动,
趴,pā,动,
拍板,pāibǎn,动,
拍卖,pāimài,动,
排查,páichá,动,
排斥,páichì,动,
排行榜,páihángbǎng,名,
徘徊,páihuái,动,
牌照,páizhào,名,
派别,pàibié,名,
派遣,pàiqiǎn,动,
攀,pān,动,
攀登,pāndēng,动,
攀升,pānshēng,动,
盘算,pánsuan,动,
盘旋,pánxuán,动,
判,pàn,动,
盼,pàn,动,
判处,pànchǔ,动,
判定,pàndìng,动,
判决,pànjué,动,
叛逆,pànnì,动、名,
旁人,pángrén,代,
螃蟹,pángxiè,名,
胖乎乎,pànghūhū,形,
抛弃,pāoqì,动,
刨,páo,动,
跑龙套,pǎo lóngtào,,
炮,pào,名,
泡沫,pàomò,名,
胚胎,pēitāi,名,
佩戴,pèidài,动,
配方,pèifāng,动、名,
配件,pèijiàn,名,
配角,pèijué,名,
配偶,pèi’ǒu,名,
配音,pèiyīn,动,
配置,pèizhì,动,
喷泉,pēnquán,名,
盆地,péndì,名,
抨击,pēngjī,动,
烹饪,pēngrèn,动,
烹调,pēngtiáo,动,
棚,péng,名,
蓬勃,péngbó,形,
鹏程万里,péngchéng-wànlǐ,,
澎湃,péngpài,形,
膨胀,péngzhàng,动,
捧场,pěngchǎng,动,
碰钉子,pèng dīngzi,,
碰巧,pèngqiǎo,副,
劈,pī,动,
批发,pīfā,动,
披露,pīlù,动,
批判,pīpàn,动,
脾,pí,名,
疲惫,píbèi,形,
皮革,pígé,名,
疲倦,píjuàn,形,
匹配,pǐpèi,动,
屁股,pìgu,名,
僻静,pìjìng,形,
媲美,pìměi,动,
譬如,pìrú,动,
偏,piān,形、动、副,
偏爱,piān’ài,动,
偏差,piānchā,名,
篇幅,piānfú,名,
偏见,piānjiàn,名,
偏离,piānlí,动,
偏旁,piānpáng,名,
偏僻,piānpì,形,
偏偏,piānpiān,副,
偏向,piānxiàng,名、动,
偏远,piānyuǎn,形,
片子,piānzi,名,
片段,piànduàn,名,
漂泊,piāobó,动,
飘浮,piāofú,动,
漂浮,piāofú,动,
漂流,piāoliú,动,
飘扬,piāoyáng,动,
票房,piàofáng,名,
撇,piě,动、名,
拼搏,pīnbó,动,
拼接,pīnjiē,动,
拼命,pīnmìng,动、副,
贫乏,pínfá,形,
频频,pínpín,副,
贫穷,pínqióng,形,
品德,pǐndé,名,
品位,pǐnwèi,名,
品味,pǐnwèi,动、名,
品行,pǐnxíng,名,
聘,pìn,动,
聘任,pìnrèn,动,
聘用,pìnyòng,动,
屏蔽,píngbì,动,
平淡,píngdàn,形,
评定,píngdìng,动,
